header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of garage,Type of parking facilities,error
Buurschappenlaan 212,5235 EL Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42697087-buurschappenlaan-212/?navigateSource=resultlist,20220201_110035,"€ 350,000 kosten koper","€ 3,431    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,1981,Living area102 m²Exterior space attached to the building14 m²,102 m²,14 m²,162 m²,371 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,Air conditioning and solar panels,A        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha ( combination boiler from 2008, in ownership)",162 m²,Full ownership,In residential district,Back garden and front garden,66 m² (11 meter deep and 6 meter broad),Located at the south accessible via the rear,Attached brick storage,"Loft, electricity and running water",Insulated walls,Carport,Parking on private property and public parking,no
