header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,error
D2 (Bouwnr. 21),1823 CJ Alkmaar        ,https://www.funda.nl/en/koop/alkmaar/appartement-41120766-d2-bouwnr-21/?navigateSource=resultlist,20220129_042120,"€ 275,000 vrij op naam","€ 4,231    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area65 m²Exterior space attached to the building8 m²External storage space6 m²,65 m²,8 m²,6 m²,183 m³,2 rooms (1 bedroom),1 story,"Optical fibre, elevator, mechanical ventilation and TV via cable",A        What does this mean?,"Roof insulation, energy efficient window and completely insulated",District heating and heat recovery unit,District heating,Alongside water and in center,Storage box,no
