header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Fellinistrook 14,2726 TB Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-42660979-fellinistrook-14/?navigateSource=resultlist,20220128_053720,"€ 325,000 kosten koper","€ 3,533    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1978,Partly furnished with carpets and curtains,Combination roof covered with asphalt roofing and roof tiles,Living area92 m²Exterior space attached to the building2 m²,92 m²,2 m²,116 m²,333 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Air conditioning and TV via cable,C        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",116 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,50 m² (10 meter deep and 5 meter broad),Located at the southwest,Public parking,no
