header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Fascinatio Boulevard 1158,2909 VA Capelle aan den IJssel        ,https://www.funda.nl/en/koop/capelle-aan-den-ijssel/appartement-42543862-fascinatio-boulevard-1158/?navigateSource=resultlist,20220130_145519,"€ 475,000 kosten koper","€ 2,375    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (200 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,€ 206.03 per month,Maisonnette,Resale property,2007,Living area200 m²,200 m²,840 m³,3 rooms (2 bedrooms),1 separate toilet,2 stories,Air conditioning,Not available,Completely insulated,District heating,District heating,Full ownership,Parking on gated property and parking on private property,Yes,Yes,Yes (€ 206.03 per month),No,No,Yes,no
