header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Marnixkade 61 II,1015 XW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42597367-marnixkade-61-ii/?navigateSource=resultlist,20220130_213545,"€ 400,000 kosten koper","€ 8,000    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1970,Flat roof covered with asphalt roofing,Living area50 m²,50 m²,158 m³,3 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,TV via cable,D        What does this mean?,Double glazing,Communal central heating,Water heater,Full ownership,"Alongside a quiet road, alongside water and in center","Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,No,Yes,no
