header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Geestweg 1,2671 EA Naaldwijk        ,https://www.funda.nl/en/koop/naaldwijk/huis-42530241-geestweg-1/?navigateSource=resultlist,20220130_164551,"€ 895,000 kosten koper","€ 3,185    The asking price per m² (€ 895,000) is calculated by dividing the asking price of the home by the living area (281 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Villa, detached residential property",Resale property,1926,Combination roof covered with cane,Living area281 m²Other space inside the building8 m²Exterior space attached to the building17 m²,281 m²,8 m²,17 m²,470 m²,"1,141 m³",11 rooms (6 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and 2 toilets",3 stories,Optical fibre and TV via cable,G        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,"CH boiler, electrical boiler and gas water heater","Gas-fired combination boiler, in ownership",470 m²,Full ownership,In center and in residential district,Surrounded by garden,Balcony present,Parking on private property,no
