header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Shed / storage,Type of parking facilities,error
Sint Domusstraat 37,4301 CM Zierikzee        ,https://www.funda.nl/en/koop/zierikzee/huis-88015737-sint-domusstraat-37/?navigateSource=resultlist,20220129_200953,"€ 225,000 kosten koper","€ 1,875    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1790,Gable roof covered with roof tiles,Living area120 m²Exterior space attached to the building32 m²,120 m²,32 m²,107 m²,460 m³,3 rooms (2 bedrooms),1 bathroom and 2 separate toilets,Shower,2 stories,Passive ventilation system and TV via cable,F        What does this mean?,Partly double glazed,CH boiler,CH boiler,"ATAG (gas-fired combination boiler from 2020, to rent)",107 m²,Full ownership,Alongside a quiet road and in center,Sun terrace,"26 m² (7,5 meter deep and 3,5 meter broad)",Located at the east,Built-in,Resident's parking permits,no
