header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Harderwijkoever 6,1324 HA Almere        ,https://www.funda.nl/en/koop/almere/appartement-42681655-harderwijkoever-6/?navigateSource=resultlist,20220129_205004,"€ 300,000 kosten koper","€ 3,061    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,€ 247.00 per month,Residential property with shared street entrance (apartment),Resale property,1984,Flat roof covered with asphalt roofing,Living area98 m²Exterior space attached to the building30 m²External storage space4 m²,98 m²,30 m²,4 m²,300 m³,2 rooms (1 bedroom),5 stories,1st floor,"Optical fibre, elevator, mechanical ventilation and TV via cable",C        What does this mean?,"Roof insulation, energy efficient window and insulated walls",District heating,District heating,Full ownership,Storage box,Electricity,Public parking and parking garage,Yes,Yes,Yes (€ 247.00 per month),Yes,Yes,Yes,no
