header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Jakop Slegthof 14,1384 AC Weesp        ,https://www.funda.nl/en/koop/weesp/huis-42671780-jakop-slegthof-14/?navigateSource=resultlist,20220130_151133,"€ 750,000 kosten koper","€ 5,357    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,2011-2020,Partly furnished with carpets and curtains,Gable roof covered with roof tiles,Living area140 m²External storage space6 m²,140 m²,6 m²,166 m²,498 m³,6 rooms (5 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,CH boiler,CH boiler,In ownership,166 m²,Full ownership,In residential district,Back garden,55 m² (11 meter deep and 5 meter broad),Located at the west accessible via the rear,Detached wooden storage,Parking on private property,no
