header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Hartenlustlaan (Bouwnr. 1),2061 HB Bloemendaal        ,https://www.funda.nl/en/koop/bloemendaal/appartement-42674942-hartenlustlaan-bouwnr-1/?navigateSource=resultlist,20220130_122717,"€ 1,025,000 vrij op naam","€ 8,402    The asking price per m² (€ 1,025,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,Ground-floor apartment (apartment),New property,2022,Woningborg garantiecertificaat,Living area122 m²Exterior space attached to the building66 m²,122 m²,66 m²,350 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2022, in ownership",Full ownership,Patio/atrium and sun terrace,Built-in,Underground parking,Parking garage,no
