header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Merelstraat 3,1022 AN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42540446-merelstraat-3/?navigateSource=resultlist,20220131_000215,"€ 350,000 kosten koper","€ 5,645    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 230 per month,7 weeks,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1928,Combination roof covered with roof tiles,Living area62 m²,62 m²,201 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,2 stories,2nd floor,TV via cable,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2010, in ownership",Municipal long-term lease,Bought off for eternity,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",Public parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
