header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Bagelaarstraat 6,5642 AD Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42543366-bagelaarstraat-6/?navigateSource=resultlist,20220201_002109,"€ 250,000 kosten koper","€ 2,551    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1953,Renovation project,Gable roof covered with roof tiles,Living area98 m²External storage space9 m²,98 m²,9 m²,148 m²,341 m³,5 rooms (4 bedrooms),1 bathroom,Shower,3 stories,Skylight,E        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired, in ownership)",148 m²,Full ownership,In residential district,Back garden,"96 m² (17,5 meter deep and 5,5 meter broad)",Located at the east accessible via the rear,Detached brick storage,Public parking,no
