header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Pieter de Swartstraat 17,4827 GM Breda        ,https://www.funda.nl/en/koop/breda/huis-42679682-pieter-de-swartstraat-17/?navigateSource=resultlist,20220129_204802,"€ 294,000 kosten koper","€ 2,352    The asking price per m² (€ 294,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2013,Gable roof covered with roof tiles,Living area125 m²External storage space6 m²,125 m²,6 m²,165 m²,425 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories and a attic,Mechanical ventilation,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2012, in ownership)",165 m²,In residential district,Back garden,"55 m² (10 meter deep and 5,5 meter broad)",Located at the north accessible via the rear,Attached wooden storage,Public parking,no
