header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Heemstedestraat 10 -2,1058 NM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42519312-heemstedestraat-10-2/?navigateSource=resultlist,20220130_191109,"€ 575,000 kosten koper","€ 7,468    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 129 per month,2 months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1928,Flat roof covered with asphalt roofing,Living area77 m²Exterior space attached to the building12 m²,77 m²,12 m²,265 m³,4 rooms (2 bedrooms),3 bathrooms,Bath and 3 showers,3 stories,2nd floor,E        What does this mean?,Double glazing,CH boiler,CH boiler,Full ownership,In residential district,Yes,Yes,Yes,Yes,No,Yes,no
