header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Orteliuskade 53 -3,1057 AK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42672021-orteliuskade-53-3/?navigateSource=resultlist,20220130_182916,"€ 535,000 kosten koper","€ 7,431    The asking price per m² (€ 535,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 125 per month,2 weeks,Available,Available in consultation,Upstairs apartment,Resale property,1940,Living area72 m²Other space inside the building1 m²Exterior space attached to the building6 m²,72 m²,1 m²,6 m²,235 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,4 stories,3rd floor,F        What does this mean?,Double glazing,CH boiler,CH boiler,Full ownership,"Alongside park, in center and unobstructed surrounding view",Balcony present,Resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
