header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of garage,error
POST (Bouwnr. 217),3011 AD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41361091-post-bouwnr-217/?navigateSource=resultlist,20220126_172200,"€ 579,000 vrij op naam","€ 6,812    The asking price per m² (€ 579,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof,Living area85 m²,85 m²,255 m³,3 rooms,1 story,29th floor,"Elevator, mechanical ventilation and sliding door",A        What does this mean?,Completely insulated,District heating,District heating,In center and unobstructed surrounding view,Built-in,Parking place,no
