header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bergweg 88 H,3036 BD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42664820-bergweg-88-h/?navigateSource=resultlist,20220125_220303,"€ 275,000 kosten koper","€ 4,365    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Galleried apartment (apartment),Resale property,1996,Living area63 m²Exterior space attached to the building4 m²External storage space5 m²,63 m²,4 m²,5 m²,194 m³,3 rooms (2 bedrooms),1 story,2nd floor,"Elevator, mechanical ventilation and TV via cable",C        What does this mean?,Double glazing,CH boiler,CH boiler,Combination boiler,Municipal ownership encumbered with long-term leaset,Alongside a quiet road and in residential district,Built-in,"Paid parking, public parking and resident's parking permits",No,No,No,No,No,No,no
