header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Oude Watering 354,3077 RE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88977451-oude-watering-354/?navigateSource=resultlist,20220126_165655,"€ 298,000 kosten koper","€ 2,569    The asking price per m² (€ 298,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1986,Living area116 m²External storage space6 m²,116 m²,6 m²,130 m²,394 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,Skylight and sliding door,C            1.51What does this mean?,Double glazing,"CH boiler, fireplace and partial floor heating",CH boiler,"Remeha (gas-fired from 2005, in ownership)",130 m²,Full ownership,In residential district,Back garden,Detached brick storage,Public parking,no
