header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Ownership situation,Fees,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Theophilusstraat 4 -3,1055 CN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42527519-theophilusstraat-4-3/?navigateSource=resultlist,20220130_214010,"€ 390,000 kosten koper","€ 6,724    The asking price per m² (€ 390,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 91 per month,2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1940,Flat roof covered with asphalt roofing,Living area58 m²Exterior space attached to the building9 m²External storage space9 m²,58 m²,9 m²,9 m²,200 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,4th floor,F        What does this mean?,CH boiler,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-08-2064),"€ 710,61 per year with option to purchase","Alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,Storage box,Yes,Yes,Yes,Yes,Yes,Yes,no
