header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities.1,Insulation.1,Type of parking facilities,error
Sportweg 24,3628 AZ Kockengen        ,https://www.funda.nl/en/koop/kockengen/huis-42670602-sportweg-24/?navigateSource=resultlist,20220129_191553,"€ 995,000 vrij op naam","€ 4,738    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 995,000) is calculated by dividing the asking price of the home by the living area (210 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Available,Available in consultation,"Desirable residence/villa, detached residential property",New property,2022,Gable roof covered with roof tiles,Living area210 m²,210 m²,730 m²,740 m³,6 rooms (5 bedrooms),2 bathrooms and 2 separate toilets,"Bath, shower and toilet",3 stories,Solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,730 m²,Full ownership,Alongside a quiet road,Surrounded by garden,Attached brick garage,1 car,Electricity,Completely insulated,Parking on private property,no
