header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Type of parking facilities,error
Hoolstraat 5,6191 TV Beek (LI)        ,https://www.funda.nl/en/koop/beek-li/huis-87721047-hoolstraat-5/?navigateSource=resultlist,20220129_162751,"€ 345,000 kosten koper","€ 3,136    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1936,Gable roof covered with roof tiles,Living area110 m²Other space inside the building208 m²Exterior space attached to the building5 m²,110 m²,208 m²,5 m²,373 m²,"1,270 m³",4 rooms (2 bedrooms),2 bathrooms,"Bath, shower and 2 toilets",3 stories and a basement,Rolldown shutters,F        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Nefit HR (gas-fired combination boiler from 2011, in ownership)",373 m²,Full ownership,Parking on private property,no
