header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Location,Garden,Shed / storage,Facilities.1,error
Putseweg 45,4631 CJ Hoogerheide        ,https://www.funda.nl/en/koop/hoogerheide/huis-88978195-putseweg-45/?navigateSource=resultlist,20220128_010604,"€ 239,000 kosten koper","€ 2,656    The asking price per m² (€ 239,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1960-1970,Living area90 m²External storage space20 m²,90 m²,20 m²,166 m²,326 m³,7 rooms (4 bedrooms),1 bathroom,Shower,2 stories,Rolldown shutters,E        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",166 m²,In wooded surroundings and in residential district,Back garden and front garden,Attached brick storage,Electricity,no
