header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Type of garage,Capacity,Facilities.1,Insulation,error
Sillân 81,9055 MA Britsum        ,https://www.funda.nl/en/koop/britsum/huis-88909236-sillan-81/?navigateSource=resultlist,20220129_034613,"€ 215,000 kosten koper","€ 1,807    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available on 5/1/2022,"Single-family home, double house",Resale property,1977,Gable roof covered with roof tiles,Living area119 m²External storage space18 m²,119 m²,18 m²,224 m²,416 m³,6 rooms (4 bedrooms),3 stories,Skylight and passive ventilation system,C        What does this mean?,CH boiler,CH boiler,"Atag (gas-fired combination boiler from 2010, in ownership)",224 m²,Full ownership,Alongside a quiet road,"Back garden, front garden and side garden","66 m² (11,64 meter deep and 5,7 meter broad)",Detached brick garage,1 car,Electricity,No cavity wall,no
