header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,error
Coronelstraat 1,1063 EP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42660802-coronelstraat-1/?navigateSource=resultlist,20220131_003444,"€ 425,000 kosten koper","€ 5,312    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1954,Flat roof covered with asphalt roofing,Living area80 m²Other space inside the building6 m²,80 m²,6 m²,85 m²,305 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,"Passive ventilation system, sliding door and TV via cable",F        What does this mean?,Completely insulated,CH boiler,CH boiler,2020 ( combination boiler),85 m²,Ownership encumbered with long-term leaset (end date of long-term lease:  31-03-2028),"€ 74,41 per year",In residential district,Back garden and front garden,25 m² (5 meter deep and 5 meter broad),Located at the south accessible via the rear,Built-in,Electricity,no
