header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Garden,Back garden,Type of parking facilities,error
Erfstraat 5,6414 TD Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-42676707-erfstraat-5/?navigateSource=resultlist,20220130_132523,"€ 169,000 kosten koper","€ 1,779    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 169,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1976,Living area95 m²Other space inside the building9 m²Exterior space attached to the building24 m²,95 m²,9 m²,24 m²,190 m²,345 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,C        What does this mean?,Mostly double glazed,CH boiler,To rent,190 m²,Full ownership,Back garden and front garden,"57 m² (9,5 meter deep and 6 meter broad)",Parking on private property,no
