header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of parking facilities,error
Alcantarastraat 2,1060 PZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88037986-alcantarastraat-2/?navigateSource=resultlist,20220130_230448,"€ 595,000 kosten koper","€ 4,648    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Under offer,Available in consultation,"Single-family home, corner house",Resale property,1998,Living area128 m²External storage space8 m²,128 m²,8 m²,100 m²,444 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,Optical fibre and mechanical ventilation,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"2012, in ownership",100 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-03-2047),Paid until 15-03-2047,Alongside a quiet road and in residential district,Back garden,Detached brick storage,Public parking,no
