header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hugo de Grootstraat 13,2613 VM Delft        ,https://www.funda.nl/en/koop/delft/appartement-42670185-hugo-de-grootstraat-13/?navigateSource=resultlist,20220127_221158,"€ 397,500 kosten koper","€ 3,258    The asking price per m² (€ 397,500) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,€ 60.00 per month,Upstairs apartment (apartment),Resale property,1899,Hipped roof covered with roof tiles,Living area122 m²Other space inside the building6 m²Exterior space attached to the building12 m²External storage space1 m²,122 m²,6 m²,12 m²,1 m²,470 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,1st floor,G        What does this mean?,No insulation,Gas heaters,Full ownership,In residential district,Balcony present,Resident's parking permits,Yes,Yes,Yes (€ 60.00 per month),Yes,Yes,Yes,no
