header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Fees,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Suzannaland 542,2591 JW Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42685081-suzannaland-542/?navigateSource=resultlist,20220131_194807,"€ 290,000 kosten koper","€ 3,152    The asking price per m² (€ 290,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 180 per month,"January 19, 2022",Available,Available in consultation,€ 265.00 per month,Apartment with shared street entrance (apartment),Resale property,1966,Living area92 m²Exterior space attached to the building13 m²External storage space9 m²,92 m²,13 m²,9 m²,299 m³,2 rooms (1 bedroom),1 story,7th floor,F        What does this mean?,Communal central heating,Gas water heater (rental),Municipal long-term lease (end date of long-term lease:  31-12-2035),"€ 127,64 per year",In residential district and unobstructed surrounding view,Yes,Yes,Yes (€ 265.00 per month),Yes,Yes,Yes,no
