header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of parking facilities,error
Het Hof (Bouwnr. 6),2992 AM Barendrecht        ,https://www.funda.nl/en/koop/barendrecht/huis-42670976-het-hof-bouwnr-6/?navigateSource=resultlist,20220128_092546,"€ 739,000 vrij op naam","€ 4,106    The asking price per m² (€ 739,000) is calculated by dividing the asking price of the home by the living area (180 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under option,Available in consultation,"Single-family home, double house",New property,2022,Gable roof,Living area180 m²,180 m²,332 m²,696 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,A        What does this mean?,Completely insulated,"Geothermal heating, partial floor heating and heat pump",Geothermal heating,In residential district,Back garden and front garden,Attached brick storage,Parking on private property,no
