header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Waterfront 425,5658 SM Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42676683-waterfront-425/?navigateSource=resultlist,20220201_012154,"€ 495,000 kosten koper","€ 3,867    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2019,Gable roof covered with roof tiles,Living area128 m²External storage space6 m²,128 m²,6 m²,115 m²,477 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,"Air conditioning, outdoor awning, skylight, optical fibre, mechanical ventilation and rolldown shutters",A        What does this mean?,Completely insulated,District heating,District heating,115 m²,Full ownership,Back garden and front garden,"39 m² (7,4 meter deep and 5,3 meter broad)",Located at the northeast accessible via the rear,French balcony present,Detached wooden storage,Electricity,Parking on gated property and public parking,no
