header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Cantondreef 18,3564 JM Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42656836-cantondreef-18/?navigateSource=resultlist,20220131_155357,"€ 475,000 kosten koper","€ 3,958    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1969,Gable roof covered with roof tiles,Living area120 m²External storage space14 m²,120 m²,14 m²,152 m²,410 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,B        What does this mean?,Roof insulation,CH boiler and partial floor heating,CH boiler,"Vaillant (gas-fired combination boiler from 2010, in ownership)",152 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"44 m² (8 meter deep and 5,5 meter broad)",Located at the east accessible via the rear,Detached brick storage,Public parking,no
