header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Flakkee 25,8245 GC Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-88037151-flakkee-25/?navigateSource=resultlist,20220129_195114,"€ 385,000 kosten koper","€ 2,655    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,2000,With carpets and curtains,Combination roof,Living area145 m²External storage space6 m²,145 m²,6 m²,170 m²,395 m³,5 rooms (4 bedrooms),3 stories,Optical fibre and TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,170 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Detached wooden storage,Public parking,no
