header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rustenburgerstraat 372 1,1072 HE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88028098-rustenburgerstraat-372-1/?navigateSource=resultlist,20220130_204607,"€ 595,000 kosten koper","€ 7,346    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,€ 53.10 per month,Mezzanine (apartment),Resale property,1904,Living area81 m²,81 m²,284 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,TV via cable,E        What does this mean?,CH boiler,CH boiler,"Gas-fired, in ownership",Full ownership,In residential district,"Parking on private property, public parking and resident's parking permits",Yes,No,Yes (€ 53.10 per month),No,No,Yes,no
