header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Appartement type D1 (Bouwnr. 22),5351 EM Berghem        ,https://www.funda.nl/en/koop/berghem/appartement-42528545-appartement-type-d1-bouwnr-22/?navigateSource=resultlist,20220129_033254,"€ 314,000 vrij op naam","€ 3,975    The asking price per m² (€ 314,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof,Woningborg garantiecertificaat,Living area79 m²,79 m²,264 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Elevator,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Solar collectors,In center,Balcony present,Built-in,Electricity,Parking place,Parking on private property,no
