header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,CH boiler,Area,Location,Shed / storage,Type of parking facilities,error
Middenstraat 28,1381 XD Weesp        ,https://www.funda.nl/en/koop/weesp/huis-88043957-middenstraat-28/?navigateSource=resultlist,20220129_093006,"€ 700,000 kosten koper","€ 6,034    The asking price per m² (€ 700,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2007,Hipped roof covered with roof tiles,Energie Prestatie Advies,Living area116 m²Exterior space attached to the building7 m²,116 m²,7 m²,68 m²,424 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath,3 stories,"Air conditioning, outdoor awning and mechanical ventilation",A        What does this mean?,CH boiler,HR Combi (gas-fired combination boiler from 2018),68 m²,In center,Attached brick storage,Paid parking and resident's parking permits,no
