header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Ownership situation,Ownership situation.1,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Marnixstraat 9 11,2316 EJ Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-41426388-marnixstraat-9-11/?navigateSource=resultlist,20220129_082612,"€ 595,000 kosten koper","€ 3,099    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (192 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under offer,Available in consultation,Upstairs apartment,Resale property,1981,Living area192 m²Exterior space attached to the building3 m²,192 m²,3 m²,593 m³,3 rooms (2 bedrooms),2 stories,Not available,Full ownership,Full ownership,No,No,No,No,No,No,no
