header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Blaeu Erf 8 -1,1012 PZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42522678-blaeu-erf-8-1/?navigateSource=resultlist,20220130_231152,"€ 700,000 kosten koper","€ 6,863    The asking price per m² (€ 700,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,€ 150.00 per month,Mezzanine (apartment),Resale property,1787,Living area102 m²Exterior space attached to the building1 m²,102 m²,1 m²,285 m³,3 rooms (2 bedrooms),2 bathrooms,2 baths and 2 toilets,1 story,B        What does this mean?,Energy efficient window,Full ownership,Sheltered location and in center,Balcony present and french balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 150.00 per month),Yes,Yes,Yes,no
