header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Amstelwijck Park 2 onder 1 kap,3317 NM Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-42490072-amstelwijck-park-2-onder-1-kap/?navigateSource=resultlist,20220129_193528,"€ 617,150 vrij op naam","€ 4,007    The asking price per m² (€ 617,150) is calculated by dividing the asking price of the home by the living area (154 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 610,000 vrij op naam",6+ months,Available,Available in consultation,"Single-family home, double house",New property,2022,Combination roof,Living area154 m²,154 m²,538 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,2 stories and a attic,Not available,Completely insulated,District heating and partial floor heating,District heating,In residential district,Back garden,"94 m² (8,5 meter deep and 11 meter broad)",Located at the east accessible via the rear,Attached brick storage,Parking on private property,no
