header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of parking facilities,error
Isaac Titsinghkade 215,1018 LL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42413875-isaac-titsinghkade-215/?navigateSource=resultlist,20220131_002227,"€ 612,500 vrij op naam","€ 8,507    The asking price per m² (€ 612,500) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2020,Living area72 m²,72 m²,187 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,Elevator,A        What does this mean?,Completely insulated,Complete floor heating,Central facility,In residential district,Balcony present,Parking garage,no
