header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Insulation,error
Jasmijnlaan 34,7101 ZP Winterswijk        ,https://www.funda.nl/en/koop/winterswijk/huis-42651127-jasmijnlaan-34/?navigateSource=resultlist,20220129_052923,"€ 250,000 kosten koper","€ 2,000    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1971-1980,Gable roof covered with roof tiles,Living area125 m²External storage space10 m²,125 m²,10 m²,193 m²,423 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,E            2.13What does this mean?,CH boiler,CH boiler,"HR-Combiketel (gas-fired combination boiler, in ownership)",193 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"69 m² (13,5 meter deep and 5,1 meter broad)",Located at the south accessible via the rear,Detached brick storage,No cavity wall,no
