header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
C.D.Tuinenburgstraat 125,3078 GD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88983605-cdtuinenburgstraat-125/?navigateSource=resultlist,20220125_234734,"€ 254,000 kosten koper","€ 3,060    The asking price per m² (€ 254,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1938,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area83 m²Other space inside the building5 m²External storage space4 m²,83 m²,5 m²,4 m²,135 m²,305 m³,4 rooms (3 bedrooms),1 separate toilet,3 stories,Alarm installation and outdoor awning,D        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Remeha (gas-fired from 2006, in ownership)",135 m²,Full ownership,In residential district,Back garden and front garden,Detached wooden storage,Public parking,no
