header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Garden,Shed / storage,Insulation.1,Type of garage,error
Oosteinde 72,2548 AM Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42530137-oosteinde-72/?navigateSource=resultlist,20220131_234326,"€ 875,000 vrij op naam","€ 4,605    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 875,000) is calculated by dividing the asking price of the home by the living area (190 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Villa, detached residential property",New property,2021,Combination roof covered with roof tiles,Woningborg garantiecertificaat,Living area190 m²External storage space6 m²,190 m²,6 m²,388 m²,791 m³,5 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,3 stories,"Mechanical ventilation, sliding door and solar panels",Not available,Completely insulated,Heat pump,Electrical boiler,388 m²,Municipal long-term lease,Bought off for eternity,Surrounded by garden,Detached wooden storage,No insulation,Parking place,no
