header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Area,Ownership situation,Garden,Type of parking facilities,error
Achter 't Packhuis 2 - Levensloop Vrijstnd (Bouwnr. 25),4885 AC Achtmaal        ,https://www.funda.nl/en/koop/achtmaal/huis-42549981-achter-t-packhuis-2-levensloop-vrijstnd-bouwnr-25/?navigateSource=resultlist,20220128_012504,"€ 489,000 vrij op naam","€ 3,175    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 489,000) is calculated by dividing the asking price of the home by the living area (154 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, detached residential property",New property,2022,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area154 m²,154 m²,341 m²,620 m³,3 rooms (1 bedroom),1 separate toilet,2 stories,A        What does this mean?,Completely insulated,341 m²,Full ownership,Back garden and front garden,Parking on private property and public parking,no
