header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Hoefstraat 180,5014 NN Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-88035808-hoefstraat-180/?navigateSource=resultlist,20220130_142931,"€ 300,000 kosten koper","€ 2,098    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1905,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area143 m²External storage space22 m²,143 m²,22 m²,200 m²,481 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,Rolldown shutters and TV via cable,C        What does this mean?,"Roof insulation, energy efficient window and insulated walls",CH boiler,CH boiler,"Remeha Calanta (gas-fired combination boiler from 2014, in ownership)",200 m²,In residential district,Back garden,"80 m² (17 meter deep and 4,25 meter broad)",Located at the east accessible via the rear,Detached wooden storage,Electricity and running water,Public parking,no
