header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Garden,Balcony/roof garden,Type of garage,Capacity,Facilities.1,error
Zandbloem 24,5658 BH Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88036849-zandbloem-24/?navigateSource=resultlist,20220201_002044,"€ 475,000 kosten koper","€ 2,987    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (159 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house (drive-in residential property)",Resale property,2000,Flat roof,Living area159 m²Other space inside the building24 m²Exterior space attached to the building15 m²,159 m²,24 m²,15 m²,167 m²,599 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",District heating and partial floor heating,167 m²,Full ownership,Back garden and front garden,Balcony present,Built-in,1 car,Electrical door,no
