header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Gerard Doustraat 1 C 3*,1072 VG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42548730-gerard-doustraat-1-c-3/?navigateSource=resultlist,20220130_233010,"€ 870,000 kosten koper","€ 8,447    The asking price per m² (€ 870,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1881,Living area103 m²Exterior space attached to the building7 m²,103 m²,7 m²,357 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,3rd floor,"Mechanical ventilation, passive ventilation system and TV via cable",B        What does this mean?,Double glazing,CH boiler,CH boiler,"AWB (gas-fired from 2013, in ownership)",Full ownership,In residential district,Balcony present,Public parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
