header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Fees,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Thijssestraat 333,2521 ZH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42651923-thijssestraat-333/?navigateSource=resultlist,20220131_234250,"€ 334,000 kosten koper","€ 3,093    The asking price per m² (€ 334,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,€ 168.00 per month,Maisonnette,Resale property,1994,Living area108 m²Exterior space attached to the building39 m²,108 m²,39 m²,339 m³,4 rooms (3 bedrooms),2 stories,4th floor,C        What does this mean?,Municipal long-term lease,Bought off for eternity,Yes,Yes,Yes (€ 168.00 per month),Yes,Yes,Yes,no
