header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Eengezinswoning Type Sutton (Bouwnr. 14),2742 KK Waddinxveen        ,https://www.funda.nl/en/koop/waddinxveen/huis-42597687-eengezinswoning-type-sutton-bouwnr-14/?navigateSource=resultlist,20220128_043359,"€ 509,500 vrij op naam","€ 3,563    The asking price per m² (€ 509,500) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, corner house",New property,2022,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area143 m²External storage space6 m²,143 m²,6 m²,258 m²,565 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,"Balanced ventilation system, optical fibre and TV via cable",A        What does this mean?,Completely insulated,Partial floor heating and heat pump,Electrical boiler,258 m²,Full ownership,In residential district,Back garden and front garden,Detached wooden storage,Electricity,No insulation,Parking on private property,no
