header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Insulation,Capacity,Dimensions,Plot size,Area,Ownership situation,error
Claude Monetstraat 2 garage,1506 KB Zaandam        ,https://www.funda.nl/en/koop/zaandam/parkeergelegenheid-42511585-claude-monetstraat-2-garage/?navigateSource=resultlist,20220129_001039,"€ 35,000 kosten koper",€ 16 per month,2 months,Available,Available in consultation,Garage,Resale property,No insulation,1,"17 m² (5,7 meter deep and 2,95 meter broad)",17 m²,17 m²,Full ownership,no
