header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eerste Oosterparkstraat 161,1091 HA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88901567-eerste-oosterparkstraat-161/?navigateSource=resultlist,20220130_145718,"€ 495,000 kosten koper","€ 5,824    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 124.00 per month,Upstairs apartment (apartment),Resale property,1993,Living area85 m²Exterior space attached to the building5 m²External storage space4 m²,85 m²,5 m²,4 m²,264 m³,3 rooms (2 bedrooms),1 story,1st floor,"Optical fibre, elevator and TV via cable",A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Bosch HR (2010, in ownership)",In center,Yes,Yes,Yes (€ 124.00 per month),Yes,Yes,Yes,no
