header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Laan van Chartroise 79,3552 ER Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42537701-laan-van-chartroise-79/?navigateSource=resultlist,20220131_154601,"€ 250,000 kosten koper","€ 3,788    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1936,Gable roof covered with roof tiles,Living area66 m²Other space inside the building4 m²Exterior space attached to the building2 m²,66 m²,4 m²,2 m²,248 m³,3 rooms,1 bathroom and 1 separate toilet,Shower and toilet,2 stories,1st floor,TV via cable,G        What does this mean?,Roof insulation and partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In residential district,Balcony present,Paid parking and resident's parking permits,Yes,No,No,No,No,Yes,no
