header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Gravin Beatrijslaan 13,2553 DX Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42650027-gravin-beatrijslaan-13/?navigateSource=resultlist,20220131_223221,"€ 1,280,000 kosten koper","€ 5,289    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 1,280,000) is calculated by dividing the asking price of the home by the living area (242 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6 weeks,Under offer,Available in consultation,"Villa, detached residential property",Resale property,2021,Combination roof covered with asphalt roofing and roof tiles,Woningborg garantiecertificaat,Living area242 m²Other space inside the building31 m²,242 m²,31 m²,600 m²,"1,060 m³",9 rooms (8 bedrooms),2 separate toilets,3 stories,"Balanced ventilation system, TV via cable and solar panels",Not available,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",600 m²,Full ownership,In residential district,Surrounded by garden,Parking on private property,no
