header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Dimensions,Plot size,Area,Ownership situation,error
Hanenburglaan 6,2565 GR Den Haag        ,https://www.funda.nl/en/koop/den-haag/parkeergelegenheid-42687661-hanenburglaan-6/?navigateSource=resultlist,20220127_230703,"€ 185,000 kosten koper","January 20, 2022",Available,Available in consultation,Garage,Resale property,Electricity,2,"45 m² (11,2 meter deep and 4,1 meter broad)",170 m²,170 m²,Full ownership,no
