header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of garage,Capacity,Facilities.1,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Terrasweg 41 A,2071 BB Santpoort-Noord        ,https://www.funda.nl/en/koop/santpoort-noord/appartement-42672471-terrasweg-41-a/?navigateSource=resultlist,20220130_122846,"€ 350,000 kosten koper","€ 5,147    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 162 per month,2 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance,Resale property,1982,Living area68 m²Exterior space attached to the building5 m²External storage space15 m²,68 m²,5 m²,15 m²,211 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,3 stories,2nd floor,Sliding door and TV via cable,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Combination boiler from 2018, in ownership",Full ownership,"In center, in residential district and unobstructed surrounding view",Balcony present,Garage,1 car,Electricity,Yes,Yes,Yes,Yes,Yes,Yes,no
