header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eschertoren 2 D,2316 ET Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-42599286-eschertoren-2-d/?navigateSource=resultlist,20220127_201603,"€ 345,000 kosten koper","€ 4,859    The asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2002,Furnished and with carpets and curtains,Flat roof,Living area71 m²,71 m²,240 m³,2 rooms (1 bedroom),1 story,2nd floor,"Balanced ventilation system, elevator and mechanical ventilation",C        What does this mean?,"Roof insulation, triple glazed, double glazing, eco-building, partly double glazed, no cavity wall, mostly double glazed, energy efficient window, draft protection, insulated walls, floor insulation, completely insulated and secondary glazing",Heat pump,Electrical boiler,Full ownership,"In center, in residential district and unobstructed surrounding view",Parking on gated property,No,No,No,No,No,No,no
