header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jeroen Boschlaan 151,5642 AR Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-88900814-jeroen-boschlaan-151/?navigateSource=resultlist,20220201_013946,"€ 250,000 kosten koper","€ 3,623    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 166.00 per month,Apartment with shared street entrance,Resale property,1956,Living area69 m²Exterior space attached to the building9 m²External storage space16 m²,69 m²,9 m²,16 m²,227 m³,3 rooms (2 bedrooms),1 story,E        What does this mean?,Built-in,Public parking,Yes,Yes,Yes (€ 166.00 per month),Yes,Yes,Yes,no
