header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Confuciusplein 3,1064 LG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88042800-confuciusplein-3/?navigateSource=resultlist,20220130_195404,"€ 375,000 kosten koper","€ 4,412    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,€ 130.00 per month,Upstairs apartment (apartment),Resale property,2007,With carpets and curtains,Living area85 m²Exterior space attached to the building4 m²,85 m²,4 m²,286 m³,3 rooms (2 bedrooms),1 story,1st floor,TV via cable,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,District heating,Municipal long-term lease,Paid until 15-08-2057,Paid parking,Yes,Yes,Yes (€ 130.00 per month),Yes,Yes,Yes,no
