header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Front garden,Garden location,Type of parking facilities,error
Schoterbosstraat 2 B,2023 TS Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42518720-schoterbosstraat-2-b/?navigateSource=resultlist,20220129_040708,"€ 500,000 kosten koper","€ 4,902    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,"Available in consultation, No-risk clause possible","Single-family home, row house",Resale property,1900,Protected townscape or village view (permit needed for alterations),Combination roof covered with asphalt roofing and roof tiles,Living area102 m²,102 m²,96 m²,373 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,"Skylight, optical fibre and passive ventilation system",D        What does this mean?,Roof insulation and partly double glazed,CH boiler,CH boiler,"Remeha Avanta (gas-fired from 2017, in ownership)",96 m²,Full ownership,Alongside a quiet road and in residential district,Front garden,"33 m² (3,2 meter deep and 10,32 meter broad)",Located at the south,Public parking,no
