header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,error
Veemkade 298 PP,1019 HD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42683735-veemkade-298-pp/?navigateSource=resultlist,20220130_223241,"€ 44,500 kosten koper","January 27, 2022",Available,Available in consultation,Parking place,Resale property,1,See deed,no
