header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Otto van Asperenstraat 8,4125 TE Hoef en Haag        ,https://www.funda.nl/en/koop/hoef-en-haag/huis-88021616-otto-van-asperenstraat-8/?navigateSource=resultlist,20220128_140744,"€ 550,000 kosten koper","€ 3,741    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2019,Living area147 m²,147 m²,120 m²,521 m³,6 rooms (5 bedrooms),3 stories,A        What does this mean?,CH boiler,120 m²,Full ownership,In residential district,Back garden,6 meter deep and 5 meter broad,Located at the southwest,Public parking,no
