header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Type of garage,Capacity,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zeeburgerkade 98,1019 HH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42513437-zeeburgerkade-98/?navigateSource=resultlist,20220130_235928,"€ 600,000 kosten koper","€ 5,660    The asking price per m² (€ 600,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 176.00 per month,Galleried apartment (apartment),Resale property,1898,Living area106 m²,106 m²,364 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,4th floor,C        What does this mean?,"Built-in, underground parking and parking place",1 car,Parking garage,Yes,Yes,Yes (€ 176.00 per month),Yes,Yes,Yes,no
