header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Ownership situation,Fees,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Boshuizenstraat 481,1082 AS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42695084-van-boshuizenstraat-481/?navigateSource=resultlist,20220130_223556,"€ 275,000 kosten koper","€ 6,250    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (44 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 29, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1961,Living area44 m²Exterior space attached to the building3 m²External storage space4 m²,44 m²,3 m²,4 m²,145 m³,2 rooms (1 bedroom),1 story,E        What does this mean?,Municipal long-term lease,Bought off for eternity,Balcony present,Resident's parking permits,No,No,No,No,No,No,no
