header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Balcony/roof garden,Type of garage,Insulation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Korte Ouderkerkerdijk 1 A1,1096 AC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42524583-korte-ouderkerkerdijk-1-a1/?navigateSource=resultlist,20220130_205036,"€ 1,450,000 vrij op naam","€ 7,474    The asking price per m² (€ 1,450,000) is calculated by dividing the asking price of the home by the living area (194 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,€ 543.64 per month,Mezzanine (apartment),New property,After 2020,Living area194 m²Exterior space attached to the building38 m²External storage space5 m²,194 m²,38 m²,5 m²,630 m³,5 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",1 story,"Balanced ventilation system, elevator and solar panels",Not available,Balcony present,Underground parking,Completely insulated,Yes,Yes,Yes (€ 543.64 per month),Yes,Yes,Yes,no
