header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Paradijsselpark 127,2904 PA Capelle aan den IJssel        ,https://www.funda.nl/en/koop/capelle-aan-den-ijssel/huis-88025770-paradijsselpark-127/?navigateSource=resultlist,20220129_065344,"€ 385,000 kosten koper","€ 3,500    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available immediately,"Single-family home, row house",Resale property,1998,Flat roof,Living area110 m²External storage space5 m²,110 m²,5 m²,145 m²,350 m³,3 rooms (2 bedrooms),1 story,Mechanical ventilation,B        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2001, in ownership",145 m²,Full ownership,Back garden and front garden,"43 m² (0,08 meter deep and 0,05 meter broad)",Located at the west,Attached brick storage,Public parking,no
